,id,object_name,chain,object_type,address,number
5454,89139,Пицца Хат,да,кафе,"город Москва, Череповецкая улица, дом 12",12
5455,143458,Столовая в Деловом центре Яуза,нет,столовая,"город Москва, проезд Дежнёва, дом 1",120
5456,129177,Лафа,нет,ресторан,"город Москва, Снежная улица, дом 26",152
5457,68946,Кофе Хаус,да,кафе,"город Москва, Снежная улица, дом 26",71
5458,69256,Ресторан Ян Примус,нет,ресторан,"город Москва, Снежная улица, дом 26",210
5459,28746,РАПС,нет,столовая,"город Москва, Октябрьский переулок, дом 7",128
5460,80736,Ресторан Ледо,нет,ресторан,"город Москва, улица Конёнкова, дом 5А",98
5461,22936,РЕСТОРАН «Восточный уют»,нет,кафе,"город Москва, Енисейская улица, дом 12А",96
5462,151110,Обжора,нет,кафе,"город Москва, Полярная улица, дом 33Г",32
5463,72909,СТОЛОВАЯ ГБОУ Школа № 293 им. А.Т. Твардовского,нет,столовая,"город Москва, проспект Мира, дом 128",150
5464,150878,ВГИК,нет,столовая,"город Москва, улица Вильгельма Пика, дом 3, строение 1",200
5465,132700,Кафе,нет,кафе,"город Москва, Ярославское шоссе, дом 146, корпус 1",20
5466,140690,Бакинские вечера,нет,ресторан,"город Москва, Ярославское шоссе, дом 146, корпус 2",50
5467,21407,БУФЕТ ШКОЛЫ 1283,нет,буфет,"город Москва, Садовая-Спасская улица, дом 8, строение 1",60
5468,140894,Океан,нет,кафе,"город Москва, Черницынский проезд, дом 3, строение 11",64
5469,28001,Столовая,нет,столовая,"город Москва, Щёлковское шоссе, дом 3, строение 5",50
5470,27999,Столовая,нет,столовая,"город Москва, Амурская улица, дом 9/6, строение 1-2",80
5471,28304,Столовая,нет,столовая,"город Москва, Краснобогатырская улица, дом 89, строение 1",80
5472,27590,Столовая при ГБОУ города Москвы «Школа № 1505»,нет,столовая,"город Москва, 2-я Пугачёвская улица, дом 7",180
5473,145150,Шаурма,нет,магазин (отдел кулинарии),"город Москва, бульвар Маршала Рокоссовского, дом 31",0
5474,28003,Буфет,нет,буфет,"город Москва, Щёлковское шоссе, дом 77, строение 1",0
5475,27479,ГБОУ Школа № 1352,нет,столовая,"город Москва, Щёлковское шоссе, дом 77А",230
5476,25907,Лунный дворик,нет,ресторан,"город Москва, Новая Басманная улица, дом 23А, строение 4",90
5477,140299,Эскабар,нет,столовая,"город Москва, Каланчёвская улица, дом 16, строение 3",90
5478,28000,Столовая,нет,столовая,"город Москва, Монтажная улица, дом 8, строение 10",0
5479,21323,Столовая 1404,нет,столовая,"город Москва, Большая Оленья улица, дом 15А, строение 1",140
5480,27503,СТОЛОВАЯ при ЦО 1246 корпус № 1035,нет,столовая,"город Москва, Открытое шоссе, дом 24, корпус 7",174
5481,149376,СТОЛОВАЯ на ПЕРМСКОЙ,нет,столовая,"город Москва, Пермская улица, дом 7, строение 2",40
5482,28019,СТОЛОВАЯ при Микояновском мясокомбинате,нет,столовая,"город Москва, Пермская улица, дом 3, строение 26",150
5483,29562,Столовая ШК.1036,нет,столовая,"город Москва, улица Сокольнический Вал, дом 28",200
5484,26869,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Хабаровская улица, дом 15",75
5485,20830,ИНСТИТУТ ПЛАСТИЧЕСКОЙ ХИРУРГИИ И КОСМЕТОЛОГИИ,нет,столовая,"город Москва, Ольховская улица, дом 27",2
5486,26566,Хинкальная,да,кафе,"город Москва, Преображенская площадь, дом 7А, строение 1",49
5487,27480,ГБОУ Школа № 1078,нет,столовая,"город Москва, Алтайская улица, дом 26А",230
5488,72992,Якитория,да,кафе,"город Москва, Русаковская улица, дом 25, строение 1",50
5489,26218,Яуза,нет,ресторан,"город Москва, улица Стромынка, дом 22",100
5490,156198,Кафе,нет,кафе,"город Москва, Байкальская улица, дом 1/3, строение 5",40
5491,27581,При школе 1452,нет,столовая,"город Москва, 1-я Гражданская улица, дом 96",160
5492,27794,При медицинском училище № 19,нет,буфет,"город Москва, Ивантеевская улица, дом 25А",60
5493,25919,KFC,да,предприятие быстрого обслуживания,"город Москва, Открытое шоссе, дом 9, строение 1",68
5494,142065,Самарканд,нет,кафе,"город Москва, Открытое шоссе, дом 9, строение 10",30
5495,142368,Пивной бар,нет,кафе,"город Москва, Большая Семёновская улица, дом 15",10
5496,20653,Буфет в Автомире,нет,бар,"город Москва, Иркутская улица, дом 5/6, строение 1",24
5497,25276,Кафе-столовая,нет,кафе,"город Москва, улица Бирюсинка, дом 6, корпус 1-5",16
5498,23215,Шарманка,нет,кафе,"город Москва, Новокосинская улица, дом 19, строение 2",130
5499,28309,СТОЛОВАЯ ООО «КОМПАС ГРУПП РУС»,нет,столовая,"город Москва, Электрозаводская улица, дом 24",52
5500,21672,Гриль Хаус,нет,предприятие быстрого обслуживания,"город Москва, Щёлковское шоссе, дом 100, корпус 100",15
5501,143231,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Щёлковское шоссе, дом 100, корпус 100",15
5502,110612,Бургер Кинг,да,предприятие быстрого обслуживания,"город Москва, Щёлковское шоссе, дом 100, корпус 100",25
5503,156186,Суши Маркет,нет,предприятие быстрого обслуживания,"город Москва, Щёлковское шоссе, дом 100, корпус 100",12
5504,154063,Dim Sun,нет,предприятие быстрого обслуживания,"город Москва, Щёлковское шоссе, дом 100, корпус 100",20
5505,154496,Пиццерия,нет,кафе,"город Москва, Щёлковское шоссе, дом 100, корпус 100",42
5506,154784,Кафе Мороженное,нет,кафе,"город Москва, Щёлковское шоссе, дом 100, корпус 100",32
5507,151271,Столовая ХХI века,нет,столовая,"город Москва, Тагильская улица, дом 4, строение 5",16
5508,21215,Кафе РГСУ,нет,кафе,"город Москва, улица Стромынка, дом 18, корпус 1",100
5509,27659,При школе 390,нет,столовая,"город Москва, бульвар Маршала Рокоссовского, дом 34",120
5510,27504,ДОГОТОВОЧНАЯ СТОЛОВАЯ - ГБОУ Школа № 1925,нет,столовая,"город Москва, Новокосинская улица, дом 13А",240
5511,73579,Три Правила,нет,кафе,"город Москва, Щёлковское шоссе, дом 100, корпус 1",13
5512,21317,Столовая,нет,столовая,"город Москва, Алтайская улица, дом 21, строение 1",32
5513,140582,Кафетерий,нет,кафетерий,"город Москва, Суздальская улица, дом 15А",16
5514,91367,Club Le Shateau,нет,кафе,"город Москва, Большая Черкизовская улица, дом 24А, строение 1",28
5515,23206,Кворум,нет,кафе,"город Москва, Большая Косинская улица, дом 1Д",15
5516,128801,Subway,да,предприятие быстрого обслуживания,"город Москва, 1-я улица Бухвостова, дом 12/11, корпус 11",20
5517,133157,Нон Ла,нет,предприятие быстрого обслуживания,"город Москва, 1-я улица Бухвостова, дом 12/11, корпус 12",15
5518,125139,Цыпа гриль,нет,предприятие быстрого обслуживания,"город Москва, 1-я улица Бухвостова, дом 12/11, корпус 13",0
5519,117474,Бургерная,нет,кафе,"город Москва, 1-я улица Бухвостова, дом 12/11, корпус 13",20
5520,150774,Донатс,нет,столовая,"город Москва, улица Сокольнический Вал, дом 2А",20
5521,27507,ДОГОТОВОЧНАЯ СТОЛОВАЯ - ШКОЛА 1200,нет,столовая,"город Москва, Суздальская улица, дом 24Б",240
5522,27998,Столовая,нет,столовая,"город Москва, 2-й Иртышский проезд, дом 6, строение 1",64
5523,28002,Столовая,нет,столовая,"город Москва, Иркутская улица, дом 11, корпус 1",40
5524,21322,Технопарк,нет,столовая,"город Москва, 16-я Парковая улица, дом 32",48
5525,144509,Лукойл,нет,кафе,"город Москва, Щёлковское шоссе, дом 102А",2
5526,141704,Столичный паб,нет,бар,"город Москва, Большая Черкизовская улица, дом 30Б",30
5527,29240,Столовая ИНТ.30,нет,столовая,"город Москва, улица Олений Вал, дом 22",110
5528,154618,Шаурма,нет,предприятие быстрого обслуживания,"город Москва, Сокольническая площадь, дом 4А",0
5529,156235,Пивотека 465,нет,бар,"город Москва, Сокольническая площадь, дом 4А",10
5530,71557,Ваби-Саби,да,кафе,"город Москва, Сокольническая площадь, дом 4А",60
5531,83991,KFC,да,предприятие быстрого обслуживания,"город Москва, Сокольническая площадь, дом 9А",93
5532,81261,Бургер Кинг,да,кафе,"город Москва, Сокольническая площадь, дом 9А",93
5533,22222,Столовая,нет,кафе,"город Москва, 1-я Пугачёвская улица, дом 25, строение 1",32
5534,81049,КАФЕ «КАФИШКА»,нет,буфет,"город Москва, Тагильская улица, дом 4, строение 15",10
5535,21320,Кафе Столовая,нет,столовая,"город Москва, Сиреневый бульвар, дом 77",30
5536,73012,При Коледже индустрии гостеприимства и менеджмента №23,нет,столовая,"город Москва, Погонный проезд, дом 5",252
5537,28851,Столовая,нет,столовая,"город Москва, улица Олений Вал, дом 9",25
5538,25270,Луснар,нет,кафе,"город Москва, Амурская улица, дом 12А",87
5539,152899,KFC,да,предприятие быстрого обслуживания,"город Москва, Окружной проезд, владение 2А, строение 1",108
5540,150766,Шумкина 26,нет,кафе,"город Москва, улица Шумкина, дом 26А, строение 4",45
5541,21532,Столовая ШК.1282,нет,столовая,"город Москва, улица Барболина, дом 1",190
5542,29241,Столовая ШК. 1282,нет,столовая,"город Москва, улица Барболина, дом 1",228
5543,133110,Кафетерий,нет,кафетерий,"город Москва, Просторная улица, дом 1",24
5544,143095,Кайф Кормить,нет,столовая,"город Москва, улица Богородский Вал, дом 3, строение 28",30
5545,29536,При школе 1349,нет,столовая,"город Москва, Открытое шоссе, дом 6, корпус 12",90
5546,86311,Бургер Кинг,да,предприятие быстрого обслуживания,"город Москва, 9-я Парковая улица, дом 68, корпус 1",144
5547,138799,Такуми Сан,нет,кафе,"город Москва, Новокосинская улица, дом 22",16
5548,150865,Lost Bar,нет,кафе,"город Москва, Новокосинская улица, дом 22",20
5549,73013,При колледже автоматизациии информационых технологий № 20,нет,столовая,"город Москва, 1-я Мясниковская улица, дом 16",120
5550,144464,Кафе при АЗС Шелл нефть,нет,буфет,"город Москва, Большая Оленья улица, дом 20",20
5551,149685,Ереван,нет,ресторан,"город Москва, Оренбургская улица, дом 32, строение 5",45
5552,26220,Соколиная охота,нет,ресторан,"город Москва, проезд Сокольнического Круга, дом 11",300
5553,28796,Столовая «ООО ВИТО-1»,нет,столовая,"город Москва, улица Руднёвка, дом 10",180
5554,23249,Метро К&К,да,кафе,"город Москва, 104-й километр Московской Кольцевой Автодороги, дом 6",80
5555,27589,СТОЛОВАЯ ШКОЛЫ 650,нет,столовая,"город Москва, Большая Черкизовская улица, дом 26",150
5556,156817,Папа'с Буфет,нет,буфет,"город Москва, Электрозаводская улица, дом 21",0
5557,28302,Столовая,нет,столовая,"город Москва, Электрозаводская улица, дом 21",60
5558,28303,СТОЛОВАЯ ОАО ХК «ЭЛЕКТРОЗАВОД»,нет,столовая,"город Москва, Электрозаводская улица, дом 21",60
5559,28798,Столовая «ООО ВИТО-1»,нет,столовая,"город Москва, Святоозерская улица, дом 17",180
5560,24459,Кафе,нет,кафе,"город Москва, Халтуринская улица, дом 11А",30
5561,105769,Тамаси Суши,да,закусочная,"город Москва, Новокосинская улица, дом 14А",8
5562,22221,Когофрагола,нет,кафе,"город Москва, Суздальская улица, дом 12А",150
5563,28795,Столовая «ООО ВИТО-1»,нет,столовая,"город Москва, улица Медведева, дом 6",120
5564,27505,ДОГОТОВОЧНАЯ СТОЛОВАЯ - ШКОЛА 1914,нет,столовая,"город Москва, Суздальская улица, дом 12Б",240
5565,27066,Москва,нет,ресторан,"город Москва, Русаковская улица, дом 24",420
5566,27067,Гриль,нет,бар,"город Москва, Русаковская улица, дом 24",132
5567,28487,Атриум,нет,кафе,"город Москва, Русаковская улица, дом 24",55
5568,24456,Кафе № 1,нет,кафе,"город Москва, Электродная улица, дом 10",40
5569,28792,Столовая «ООО ВИТО-1»,нет,столовая,"город Москва, улица Дмитриевского, дом 13",240
5570,29558,Столовая «ООО ВИТО-1»,нет,столовая,"город Москва, улица Дмитриевского, дом 5",300
5571,28486,Гостехстрой,нет,столовая,"город Москва, Большая Оленья улица, дом 8А",40
5572,28790,Столовая «ООО ВИТО-1»,нет,столовая,"город Москва, улица Татьяны Макаровой, дом 2",210
5573,28793,Столовая «ООО ВИТО-1»,нет,столовая,"город Москва, Лухмановская улица, дом 26А",180
5574,21580,Столовая ШК.1752,нет,столовая,"город Москва, Большая Остроумовская улица, дом 7",160
5575,27662,Столовая ШК.1530,нет,столовая,"город Москва, Большая Остроумовская улица, дом 7",250
5576,27593,Столовая «ГОУ СОШ №2033»,нет,столовая,"город Москва, Щёлковское шоссе, дом 26А",150
5577,21391,Столовая ШК.378,нет,столовая,"город Москва, улица Стромынка, дом 17",140
5578,84685,Паприка,нет,кафе,"город Москва, улица Руднёвка, дом 19",65
5579,28006,Столовая,нет,столовая,"город Москва, Иркутская улица, дом 2, корпус 1",76
5580,29422,Столовая «ООО ВИТО-1»,нет,столовая,"город Москва, Лухмановская улица, дом 13Б",120
5581,21211,Буфет,нет,буфет,"город Москва, улица Стромынка, дом 4, корпус 1",10
5582,129782,Столовая,нет,столовая,"город Москва, улица Стромынка, дом 4, корпус 1",25
5583,28579,Столовая ШК.364,нет,столовая,"город Москва, Старослободская улица, дом 8",200
5584,143462,Чайхона №1,да,ресторан,"город Москва, Городецкая улица, дом 5",125
5585,20753,Парос-Тал,нет,закусочная,"город Москва, Спартаковская улица, дом 8",34
5586,26708,Омулевая Бочка,нет,ресторан,"город Москва, улица Покровка, дом 33",77
5587,156004,Алло Пицца,да,кафе,"город Москва, Щёлковское шоссе, дом 72",50
5588,24702,Парадиз Ролан,нет,кафе,"город Москва, Чистопрудный бульвар, дом 12, строение 1",40
5589,68279,Саперави,нет,кафе,"город Москва, улица Покровка, дом 5, строение 5",92
5590,152842,Чай+,нет,кафе,"город Москва, Ладожская улица, дом 4-6, строение 2",45
5591,28484,СТОЛОВАЯ,нет,столовая,"город Москва, Ткацкая улица, дом 15",40
5592,21361,БУФЕТ-РАЗДАТОЧНАЯ,нет,буфет,"город Москва, Гаражная улица, дом 4",28
5593,21609,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Щёлковское шоссе, дом 2/1, строение 1",53
5594,25622,Кофейня «BP»,нет,кафе,"город Москва, Щёлковское шоссе, дом 2/1, строение 1",8
5595,20666,Развлекательный центр «Semenov»,нет,ресторан,"город Москва, Ткацкая улица, дом 5, строение 7",350
5596,23292,Французская выпечка,да,кафе,"город Москва, Семёновская площадь, дом 7, корпус 17",5
5597,152876,Пекарня Маман,нет,предприятие быстрого обслуживания,"город Москва, Семёновская площадь, дом 7, корпус 17",24
5598,151599,Пекарня «Гурман»,нет,кафе,"город Москва, Семёновская площадь, дом 7, корпус 17",2
5599,97093,Burger Club,да,предприятие быстрого обслуживания,"город Москва, шоссе Энтузиастов, дом 31",35
5600,125052,Гриль Хаус дисконт бар,нет,бар,"город Москва, шоссе Энтузиастов, дом 31",70
5601,142366,Стардогс,нет,кафе,"город Москва, шоссе Энтузиастов, дом 31, строение 39",16
5602,125639,Хинкали Пойнт,нет,кафе,"город Москва, Большой Спасоглинищевский переулок, дом 9/1, строение 14",28
5603,100995,Вок-стрип,нет,кафе,"город Москва, Семёновская площадь, дом 1",10
5604,25319,Кофе-бар,нет,предприятие быстрого обслуживания,"город Москва, Семёновская площадь, дом 1",20
5605,25551,МУ-МУ,да,предприятие быстрого обслуживания,"город Москва, Семёновская площадь, дом 1",100
5606,27125,"Витаминный бар, соки",нет,ресторан,"город Москва, Семёновская площадь, дом 1",70
5607,22150,Carte D Or,нет,предприятие быстрого обслуживания,"город Москва, Семёновская площадь, дом 1",20
5608,21983,BB Grill,нет,предприятие быстрого обслуживания,"город Москва, Семёновская площадь, дом 1",30
5609,21907,Теремок,да,предприятие быстрого обслуживания,"город Москва, Семёновская площадь, дом 1",30
5610,27809,Столовая,нет,столовая,"город Москва, Большая Семёновская улица, дом 42",80
5611,154334,Чебуречная,нет,предприятие быстрого обслуживания,"город Москва, Зелёный проспект, дом 3А, строение 1",4
5612,20721,Кафе -бар,нет,буфет,"город Москва, улица 9 Мая, дом 8",6
5613,26215,Кавказский дворик,нет,ресторан,"город Москва, Мироновская улица, дом 33",300
5614,29658,Кондитерская,нет,кафетерий,"город Москва, Щербаковская улица, дом 53, корпус 15",10
5615,27250,Гурман,да,ресторан,"город Москва, Щербаковская улица, дом 53, корпус 15",98
5616,149534,Чайхана,нет,кафе,"город Москва, шоссе Энтузиастов, дом 64",25
5617,27515,Школа 448,нет,столовая,"город Москва, посёлок Акулово, дом 43А, строение 1",156
5618,27283,Пиала,нет,ресторан,"город Москва, Зелёный проспект, дом 5/12, строение 1",46
5619,28025,Столовая ОАО Узоры,нет,столовая,"город Москва, Полимерная улица, дом 8",42
5620,29233,Тандыр,нет,кафе,"город Москва, Кетчерская улица, дом 13, строение 2",49
5621,28026,Столовая в ТД Перовский,нет,столовая,"город Москва, Свободный проспект, дом 33",87
5622,23213,Шоколадница,да,кафе,"город Москва, Свободный проспект, дом 33",80
5623,28031,Столовая,нет,столовая,"город Москва, Вольная улица, дом 39",80
5624,28812,Столовая при ШК. 1324,нет,столовая,"город Москва, Федеративный проспект, дом 27",200
5625,28299,ЦНИИ Связи,нет,столовая,"город Москва, 1-й проезд Перова Поля, дом 8",120
5626,88467,Ешка,нет,кафе,"город Москва, 1-й проезд Перова Поля, дом 9, строение 1",94
5627,84658,Бургер Кинг,да,предприятие быстрого обслуживания,"город Москва, Измайловское шоссе, дом 69Д",55
5628,28480,СТОЛОВАЯ,нет,столовая,"город Москва, Вольная улица, дом 30",100
5629,25291,Трое из Ларца,нет,ресторан,"город Москва, Измайловское шоссе, дом 71, строение 12",61
5630,21208,ТЭЦ-11,нет,столовая,"город Москва, шоссе Энтузиастов, дом 32, строение 1",100
5631,83865,Пекарня,нет,магазин (отдел кулинарии),"город Москва, Электродная улица, дом 2, строение 1",6
5632,23230,Столовая,нет,столовая,"город Москва, Электродная улица, дом 2, строение 12-13-14",20
5633,21209,БУФЕТ,нет,буфет,"город Москва, Вельяминовская улица, дом 32, корпус 1",20
5634,28311,СТОЛОВАЯ,нет,столовая,"город Москва, Вельяминовская улица, дом 32, корпус 1",40
5635,28032,Столовая,нет,столовая,"город Москва, Вельяминовская улица, дом 34, строение 1",120
5636,69508,"Шаурма, выпечка",нет,предприятие быстрого обслуживания,"город Москва, улица Плеханова, дом 17, строение 9",0
5637,152940,"Шаурма, куры-гриль",нет,предприятие быстрого обслуживания,"город Москва, улица Плеханова, дом 17, строение 8",0
5638,24452,Столовая СССР,нет,кафе,"город Москва, улица Плеханова, дом 17, строение 10",60
5639,20657,Кружка,да,кафе,"город Москва, Измайловское шоссе, владение 71, строение 16",240
5640,77254,Бистро,нет,закусочная,"город Москва, Свободный проспект, дом 20А",4
5641,28310,СТОЛОВАЯ,нет,столовая,"город Москва, Окружной проезд, дом 27",290
5642,26870,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, шоссе Энтузиастов, владение 63, строение 1",43
5643,26211,Царские сады,нет,ресторан,"город Москва, шоссе Энтузиастов, дом 31М",70
5644,28028,СТОЛОВАЯ 8,нет,столовая,"город Москва, проспект Будённого, дом 16",130
5645,22102,ТРАКТИР ВАГАНТ,нет,кафе,"город Москва, Измайловское шоссе, дом 71, строение 14",44
5646,29556,Столовая ГАОУ ВО МГПУ,нет,столовая,"город Москва, улица Чечулина, дом 1",120
5647,28023,Столовая,нет,столовая,"город Москва, Кусковская улица, дом 12",80
5648,25284,Кафе «Серебрянка»,нет,кафе,"город Москва, 3-я Парковая улица, дом 41А, строение 3",60
5649,29232,СТОЛОВАЯ МОСКОВСКИЙ ГУМАНИТАРНЫЙ УНИВЕРСИТЕТ,нет,столовая,"город Москва, улица Юности, дом 5, строение 1",760
5650,20874,БУФЕТ,нет,буфет,"город Москва, улица Ибрагимова, дом 32, строение 1",8
5651,20092,Чайхона №1,да,ресторан,"город Москва, Первомайская улица, дом 106А",99
5652,154823,"Шаурма, куры-гриль",нет,предприятие быстрого обслуживания,"город Москва, Первомайская улица, владение 104А",0
5653,26216,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Большая Семёновская улица, дом 26",130
5654,28298,Столовая,нет,столовая,"город Москва, улица Плеханова, дом 6, корпус 1",120
5655,28848,СТОЛОВАЯ ШКОЛЫ 429,нет,столовая,"город Москва, проспект Будённого, дом 15А",300
5656,26203,Дядя Коля,нет,ресторан,"город Москва, Перовская улица, дом 35А",48
5657,145303,BP,нет,кафетерий,"город Москва, шоссе Энтузиастов, дом 63Б",16
5658,100924,Столовая,нет,столовая,"город Москва, шоссе Энтузиастов, дом 59",36
5659,137539,Московский дворик,нет,кафе,"город Москва, улица Ибрагимова, дом 20, строение 2",50
5660,28301,Столовая,нет,столовая,"город Москва, шоссе Энтузиастов, дом 38",120
5661,23181,ФАНТОЦЦИ РУС,да,кафе,"город Москва, Вешняковская улица, дом 18А",45
5662,26204,Да Пино,да,ресторан,"город Москва, Перовская улица, дом 32, строение 1",90
5663,24808,Кафе «Малахит»,нет,кафе,"город Москва, Средняя Первомайская улица, дом 3",40
5664,25893,Макдоналдс,да,предприятие быстрого обслуживания,"город Москва, Вешняковская улица, дом 22А",80
5665,111780,Пронто,да,кафе,"город Москва, Вешняковская улица, дом 22А",120
5666,24445,Ресторан Мой двор,нет,ресторан,"город Москва, улица Сталеваров, дом 3Л",585
5667,27715,СТОЛОВАЯ,нет,столовая,"город Москва, Барабанный переулок, дом 3",60
5668,91380,KFC,да,предприятие быстрого обслуживания,"город Москва, Измайловское шоссе, дом 71А",15
5669,91386,Теремок,да,предприятие быстрого обслуживания,"город Москва, Измайловское шоссе, дом 71А",15
5670,141206,"Ресторан-бар, ночной клуб «Адмирал»",нет,ресторан,"город Москва, Измайловское шоссе, дом 71А",50
5671,25443,КАФЕ «ЯКИТОРИЯ»,да,кафе,"город Москва, Семёновская площадь, дом 2",120
5672,24660,Кафе «Урюк» Хивинская чайхона,да,ресторан,"город Москва, Семёновская площадь, дом 2",50
5673,23258,Ресторан «Пронто»,да,кафе,"город Москва, Семёновская площадь, дом 2",92
5674,26201,Макдоналдс,да,ресторан,"город Москва, Свободный проспект, дом 35Б",79
5675,23225,Луч,нет,кафе,"город Москва, 1-я Владимирская улица, дом 10Д, строение 3",70
5676,26200,Му-Му,да,кафе,"город Москва, Зелёный проспект, дом 54А",195
5677,27242,Якитория,да,ресторан,"город Москва, Зелёный проспект, дом 54А",145
5678,27249,Изба,да,предприятие быстрого обслуживания,"город Москва, Большая Семёновская улица, дом 16",10
5679,27122,KFC,да,ресторан,"город Москва, Большая Семёновская улица, дом 16",25
5680,23284,Пицца,нет,предприятие быстрого обслуживания,"город Москва, Большая Семёновская улица, дом 16",5
5681,25318,КАФЕ «ОКОЛИЦА»,нет,предприятие быстрого обслуживания,"город Москва, Большая Семёновская улица, дом 16",10
5682,21972,Баскин Роббинс,да,предприятие быстрого обслуживания,"город Москва, Большая Семёновская улица, дом 16",4
5683,22225,Крошка Картошка,да,предприятие быстрого обслуживания,"город Москва, Большая Семёновская улица, дом 16",10
5684,21714,ДЕТСКОЕ КАФЕ,нет,предприятие быстрого обслуживания,"город Москва, Большая Семёновская улица, дом 16",10
5685,137574,Соки,нет,кафетерий,"город Москва, Большая Семёновская улица, дом 16",0
5686,137552,Русская трапеза,нет,предприятие быстрого обслуживания,"город Москва, Большая Семёновская улица, дом 16",15
5687,137600,Кофе,нет,кафетерий,"город Москва, Большая Семёновская улица, дом 16",0
5688,102003,Кафе,нет,предприятие быстрого обслуживания,"город Москва, Большая Семёновская улица, дом 16",5
5689,102007,Кафе,нет,ресторан,"город Москва, Большая Семёновская улица, дом 16",5
5690,102011,Кафе,нет,предприятие быстрого обслуживания,"город Москва, Большая Семёновская улица, дом 16",5
5691,102014,Аксессуары,нет,предприятие быстрого обслуживания,"город Москва, Большая Семёновская улица, дом 16",5
5692,101926,Пиццерия «Dan cafe»,нет,предприятие быстрого обслуживания,"город Москва, Большая Семёновская улица, дом 16",5
5693,101928,Бургер Кинг,да,предприятие быстрого обслуживания,"город Москва, Большая Семёновская улица, дом 16",5
5694,101931,Воккер,да,предприятие быстрого обслуживания,"город Москва, Большая Семёновская улица, дом 16",5
5695,26217,ГРАБЛИ,да,кафе,"город Москва, Семёновская площадь, дом 1А",50
5696,138795,Кафе «Бистро»,нет,кафе,"город Москва, проспект Будённого, дом 16, строение 63",1
5697,28029,СТОЛОВАЯ 5,нет,столовая,"город Москва, проспект Будённого, дом 16, корпус 2",120
5698,58583,Нияма,да,кафе,"город Москва, Измайловское шоссе, дом 69Г",150
5699,69890,Хмельбург,нет,ресторан,"город Москва, Сиреневый бульвар, дом 59, строение 1",98
5700,141956,Маза,нет,ресторан,"город Москва, Измайловское шоссе, дом 71, корпус 4Г-Д, строение 15",95
5701,59296,Starbucks,да,предприятие быстрого обслуживания,"город Москва, Преображенская площадь, дом 8",72
5702,80381,Изюм,нет,ресторан,"город Москва, Преображенская площадь, дом 8",200
5703,81160,Кафетерия,нет,кафе,"город Москва, Преображенская площадь, дом 8",72
5704,26868,Янис,нет,кафе,"город Москва, Первомайская улица, дом 116А",40
5705,139474,Пицца Хат,да,предприятие быстрого обслуживания,"город Москва, Перовская улица, дом 61А",40
5706,21443,Столовая при школе № 1602,нет,столовая,"город Москва, Златоустовская улица, дом 3",47
5707,28797,Столовая «ООО ВИТО-1»,нет,столовая,"город Москва, Златоустовская улица, дом 3",180
5708,71547,Березки,нет,кафе,"город Москва, Курганская улица, дом 4А",90
5709,154297,Джардино ди пино,нет,кафе,"город Москва, Зелёный проспект, дом 62А",94
5710,139523,KFC,да,ресторан,"город Москва, Зелёный проспект, дом 62А",99
5711,60417,Две палочки,да,ресторан,"город Москва, Зелёный проспект, дом 62А",130
5712,23272,Кафе «Черный кот»,нет,кафе,"город Москва, Нижний Журавлёв переулок, дом 3",20
5713,71561,Буревестник,нет,столовая,"город Москва, 3-я Рыбинская улица, дом 18, строение 22",80
5714,141918,Домино'с Пицца,да,предприятие быстрого обслуживания,"город Москва, Щербаковская улица, дом 41Б",6
5715,73438,Ганс и Марта,да,ресторан,"город Москва, Салтыковская улица, дом 15Г",120
5716,144462,Кафе при АЗС Газпромнефть №134,нет,буфет,"город Москва, Русаковская набережная, дом 7",18
5717,143151,Шаурма,нет,предприятие быстрого обслуживания,"город Москва, 13-я Парковая улица, дом 28А, строение 1",2
5718,156398,KFC,да,предприятие быстрого обслуживания,"город Москва, Святоозерская улица, дом 1А",0
5719,156404,Кафе «Курассан»,нет,буфет,"город Москва, Святоозерская улица, дом 1А",0
5720,139130,Сабвей,да,предприятие быстрого обслуживания,"город Москва, Салтыковская улица, владение 1Б, строение 1",9
5721,28923,СТОЛОВАЯ ПРИ ГОУ СОШ № 1910,нет,столовая,"город Москва, Мячковский бульвар, дом 25",180
5722,29244,Столовая ШКОЛА 1905,нет,столовая,"город Москва, улица Маршала Полубоярова, дом 22",200
5723,29284,ГБОУ «Многофункциональный образовательный комплекс «Кузьминки»),нет,столовая,"город Москва, Окская улица, дом 14, корпус 2, строение 1",80
5724,21226,Столовая при 2 автобусном парке,нет,буфет,"город Москва, Привольная улица, дом 29, корпус 1",16
5725,27523,НОУ «МИНИ-ШКОЛА»,нет,буфет,"город Москва, Кузьминская улица, дом 10, строение 2",50
5726,26746,БУДВАР,нет,ресторан,"город Москва, Котельническая набережная, дом 33, строение 1",55
5727,22110,Кафе «Гипер»,нет,кафе,"город Москва, Иловайская улица, дом 3А, строение 1",16
5728,24653,TravelCafe,нет,кафе,"город Москва, Верхняя Радищевская улица, дом 7, строение 1",58
5729,26056,КОЛБАСОФФ,да,ресторан,"город Москва, Таганская улица, дом 17-23",250
5730,85922,Кафе «Семь сэндвичей»,нет,предприятие быстрого обслуживания,"город Москва, Большой Дровяной переулок, дом 8, строение 1",4
