,id,object_name,chain,object_type,address,number
0,151635,СМЕТАНА,нет,кафе,"город Москва, улица Егора Абакумова, дом 9",48
1,77874,Родник,нет,кафе,"город Москва, улица Талалихина, дом 2/1, корпус 1",35
2,24309,Кафе «Академия»,нет,кафе,"город Москва, Абельмановская улица, дом 6",95
3,21894,ПИЦЦЕТОРИЯ,да,кафе,"город Москва, Абрамцевская улица, дом 1",40
4,119365,Кафе «Вишневая метель»,нет,кафе,"город Москва, Абрамцевская улица, дом 9, корпус 1",50
5,27429,СТОЛ. ПРИ ГОУ СОШ № 1051,нет,столовая,"город Москва, Абрамцевская улица, дом 15, корпус 1",240
6,148815,Брусника,да,кафе,"город Москва, переулок Сивцев Вражек, дом 6/2",10
7,20957,Буфет МТУСИ,нет,столовая,"город Москва, Авиамоторная улица, дом 8, строение 1",90
8,20958,КПФ СЕМЬЯ-1,нет,столовая,"город Москва, Авиамоторная улица, дом 8, строение 1",150
9,28858,Столовая МТУСИ,нет,столовая,"город Москва, Авиамоторная улица, дом 8, строение 1",120
10,148595,Пекарня 24,нет,закусочная,"город Москва, Авиамоторная улица, дом 47",5
11,23394,Гогиели,нет,кафе,"город Москва, Авиамоторная улица, дом 49/1",24
12,28582,ШКОЛА 735,нет,столовая,"город Москва, Авиамоторная улица, дом 51",140
13,22579,Алло Пицца,да,кафе,"город Москва, улица Авиаторов, дом 14",32
14,23670,Гимназия 1542,нет,столовая,"город Москва, улица Авиаторов, дом 16",270
15,23663,Школа 1011,нет,столовая,"город Москва, улица Авиаторов, дом 18",320
16,144107,Суши Wok,да,предприятие быстрого обслуживания,"город Москва, Азовская улица, дом 3",7
17,154654,Донер Кебаб,нет,предприятие быстрого обслуживания,"город Москва, Азовская улица, дом 4",2
18,58565,Тануки,да,ресторан,"город Москва, Большая Академическая улица, дом 65",160
19,153644,Американская Лаборатория Десертов,нет,кафе,"город Москва, Филипповский переулок, дом 15/5",20
20,21950,Кафе,нет,кафе,"город Москва, Алтайская улица, дом 33/7",30
21,84832,КАФЕ УЮТ,нет,кафе,"город Москва, Алтуфьевское шоссе, дом 14",110
22,26931,Долина Чайхона,нет,кафе,"город Москва, Алтуфьевское шоссе, дом 14",150
23,28751,ГБОУ Школа № 1411 (970),нет,столовая,"город Москва, Алтуфьевское шоссе, дом 42Б",120
24,125608,Кафетерий,нет,кафетерий,"город Москва, Алтуфьевское шоссе, дом 56",6
25,81554,Домино'с Пицца,да,кафе,"город Москва, Алтуфьевское шоссе, дом 56",24
26,21304,РАХИМКУЛОВА Т.Х.,нет,буфет,"город Москва, Алтуфьевское шоссе, дом 102Б",20
27,29223,СТОЛОВАЯ ПРИ ГУП ОБЪЕДИНЕННЫЙ КОМБИНАТ ШКОЛЬНОГО ПИТАНИЯ,нет,столовая,"город Москва, улица Амундсена, дом 10",192
28,27439,ШКОЛА 1444,нет,столовая,"город Москва, Анадырский проезд, дом 55",240
29,22767,Мархал,нет,кафе,"город Москва, Ангарская улица, дом 1, корпус 2",120
30,24387,Готика,да,ресторан,"город Москва, Ангарская улица, дом 39",65
31,29006,Гимназия № 1527,нет,столовая,"город Москва, проспект Андропова, дом 17, корпус 2",240
32,70791,Кафе «Хинкальная»,нет,кафе,"город Москва, проспект Андропова, дом 26",45
33,69243,Суши Wok,да,кафе,"город Москва, проспект Андропова, дом 30",4
34,25711,Рыба & мясо на углях,нет,кафе,"город Москва, проспект Андропова, дом 35А",45
35,21157,Кларом,нет,столовая,"город Москва, проспект Андропова, дом 38, корпус 2",24
36,127979,Месопотамия,нет,ресторан,"город Москва, улица Арбат, дом 4, строение 1",50
37,24968,Му-Му,да,кафе,"город Москва, улица Арбат, дом 4, строение 1",125
38,127980,Хлеб насущный,да,кафе,"город Москва, улица Арбат, дом 6/2",20
39,88194,TAJJ MAHAL,да,ресторан,"город Москва, улица Арбат, дом 6/2",100
40,107496,Калифорния Дайнер,нет,кафе,"город Москва, улица Арбат, дом 23, строение 1",150
41,110269,Балалаечная,нет,кафе,"город Москва, улица Арбат, дом 23, строение 1",49
42,74969,Пиросмани,нет,кафе,"город Москва, улица Арбат, дом 25/36",63
43,74970,ДАНКИН ДОНАТС,да,кафе,"город Москва, улица Арбат, дом 25/36",48
44,74979,Вареничная №1,да,кафе,"город Москва, улица Арбат, дом 29",120
45,21723,ШОКОЛАДНИЦА,да,кафе,"город Москва, улица Арбат, дом 29",40
46,24967,IL Pizzaiolo,нет,ресторан,"город Москва, улица Арбат, дом 31",70
47,24973,Теремок,да,кафе,"город Москва, улица Арбат, дом 32",22
48,21720,Хлеб насущный,да,кафе,"город Москва, улица Арбат, дом 32",40
49,140165,Мосбург,нет,кафе,"город Москва, улица Арбат, дом 36/2, строение 1",30
50,127855,Эрик Рыжий,нет,ресторан,"город Москва, улица Арбат, дом 36/2, строение 1",30
51,152754,Домашняя снедь,нет,кафе,"город Москва, улица Арбат, дом 36/2, строение 1",56
52,76932,Хинкальная,да,кафе,"город Москва, улица Арбат, дом 36/2, строение 1",38
53,21998,Му-Му,да,кафе,"город Москва, улица Арбат, дом 45/24",220
54,27311,ВОСТОЧНЫЙ КВАРТАЛ,нет,ресторан,"город Москва, улица Арбат, дом 45/24",90
55,24970,ПОЧТМЕЙСТЕР,нет,ресторан,"город Москва, улица Арбат, дом 47/23",30
56,73570,БОСФОР,нет,ресторан,"город Москва, улица Арбат, дом 47/23",78
57,20050,Мастер,нет,ресторан,"город Москва, улица Артамонова, дом 7",20
58,21687,Шантимель,да,кафе,"город Москва, Астраханский переулок, дом 1/15",20
59,21065,Буфет при Астраханских банях,нет,буфет,"город Москва, Астраханский переулок, дом 5/9",3
60,27395,Столовая при школе 2097,нет,столовая,"город Москва, Аэродромная улица, дом 9",240
61,21214,Столовая,нет,столовая,"город Москва, Бабаевская улица, дом 3",90
62,21483,БУФЕТ ШК.104,нет,буфет,"город Москва, улица Ивана Бабушкина, дом 15, корпус 1-2",80
63,23843,КАРЛ БАЛЕНГ,нет,кафе,"город Москва, улица Ивана Бабушкина, дом 17, корпус 1",46
64,27474,ГБОУ Школа № 1078,нет,столовая,"город Москва, Байкальская улица, дом 29",110
65,25274,Старый дворик,нет,кафе,"город Москва, Байкальская улица, дом 31",50
66,124164,Пивной погребок,нет,кафе,"город Москва, Бакинская улица, дом 29",15
67,27265,ТАНУКИ,да,ресторан,"город Москва, Балаклавский проспект, дом 48, корпус 1",96
68,139766,Паб «ШемроК»,нет,бар,"город Москва, Балаклавский проспект, дом 54",30
69,22139,ХуанХэ,нет,ресторан,"город Москва, 1-й Балтийский переулок, дом 3/25",60
70,53084,Специализированный цех Магнолия,нет,столовая,"город Москва, улица Барклая, дом 16, корпус 1",7
71,59265,Кафе-бар Альбом,нет,кафе,"город Москва, Новая Басманная улица, дом 12, строение 2",80
72,21830,Шоколадница,да,кафе,"город Москва, Бауманская улица, дом 33/2, строение 1",48
73,22366,МУ-МУ,да,кафе,"город Москва, Бауманская улица, дом 35/1",160
74,143094,Кальянный клуб Дымок Уголек,нет,кафе,"город Москва, Татарская улица, дом 14",30
75,22804,Домино'с Пицца,да,кафе,"город Москва, Башиловская улица, дом 3, корпус 1",10
76,22805,Хинкальная City,да,кафе,"город Москва, Башиловская улица, дом 19",63
77,28443,Свобода,нет,столовая,"город Москва, Башиловская улица, дом 21",40
78,69176,Хинкальный дом Колхида,нет,кафе,"город Москва, Беговая улица, дом 7",47
79,155857,Глав Пирог,нет,кафе,"город Москва, Беговая улица, дом 17, корпус 1",30
80,27201,Розмарин,нет,ресторан,"город Москва, Беговая улица, дом 28",80
81,25833,АЗЕРБАЙДЖАН,нет,ресторан,"город Москва, улица Демьяна Бедного, дом 4",180
82,26239,ОРХИДЕЯ,нет,ресторан,"город Москва, Белореченская улица, дом 13, корпус 1",250
83,28880,школа 1186,нет,буфет,"город Москва, Белореченская улица, дом 17",200
84,23993,КРУЖКА,да,кафе,"город Москва, Бережковская набережная, дом 8",32
85,20422,ПОСТ СКРИПТУМ,нет,кафе,"город Москва, Бережковская набережная, дом 14",48
86,69160,CIAO BELLA,нет,кафе,"город Москва, улица Берзарина, дом 8",110
87,20344,Кафе Бар Бульвар,нет,бар,"город Москва, Бескудниковский бульвар, дом 40, корпус 3",60
88,24363,Вояж,нет,ресторан,"город Москва, Бескудниковский бульвар, дом 57, корпус 1",80
89,28754,ГБОУ Школа № 1411 (267),нет,столовая,"город Москва, улица Бестужевых, дом 23",120
90,115311,Жигулевское,нет,кафе,"город Москва, Бибиревская улица, дом 7, корпус 1",49
91,25933,Сестры,нет,ресторан,"город Москва, улица Маршала Бирюзова, дом 4, корпус 1",60
92,27841,Столовая ГБОУ «Курчатовская школа»,нет,столовая,"город Москва, улица Маршала Бирюзова, дом 4, корпус 2",60
93,152892,Чайникофф,нет,кафе,"город Москва, улица Маршала Бирюзова, дом 9",30
94,22293,ЛУКУМ,нет,кафе,"город Москва, улица Маршала Бирюзова, дом 12",25
95,127674,СУШИ SHOP,нет,предприятие быстрого обслуживания,"город Москва, улица Маршала Бирюзова, дом 13",12
96,142568,Хинкальная (на М. Бирюзова),нет,кафе,"город Москва, улица Маршала Бирюзова, дом 16",14
97,125817,ШАУРМА ЖИ,нет,закусочная,"город Москва, улица Маршала Бирюзова, дом 19",16
98,129397,СУШИ ВОК,да,кафе,"город Москва, улица Маршала Бирюзова, дом 19",6
99,22292,ПРИМАВЕРА,да,ресторан,"город Москва, улица Маршала Бирюзова, дом 21",50
100,58827,ТРАТТОРИЯ,нет,кафе,"город Москва, улица Маршала Бирюзова, дом 22, корпус 1",45
101,69377,СУШИ STORE,нет,кафе,"город Москва, улица Маршала Бирюзова, дом 28",6
102,69159,БУЛОЧНАЯ № 5,нет,кафетерий,"город Москва, улица Маршала Бирюзова, дом 28",10
103,24437,Идилия,нет,кафе,"город Москва, Бойцовая улица, дом 17, корпус 1",48
104,29364,Школа № 554,нет,столовая,"город Москва, Болотниковская улица, дом 47, корпус 1",70
105,24616,Сказка Востока,нет,ресторан,"город Москва, Коктебельская улица, дом 11, строение 3",420
106,28731,СТОЛОВАЯ ПРИ ШКОЛЕ 1494 (3),нет,столовая,"город Москва, Ботаническая улица, дом 11",100
107,24656,Хочу на дачу,нет,кафе,"город Москва, 1-й Боткинский проезд, дом 2/6",48
108,22284,СТАРЫЙ БАТУМЪ,нет,кафе,"город Москва, улица Академика Бочвара, дом 7, корпус 1",70
109,21616,СУШИ-СЕТ,нет,закусочная,"город Москва, улица Академика Бочвара, дом 7, корпус 1",5
110,24779,Кафе Русский «водочный» дом,нет,кафе,"город Москва, улица Бочкова, дом 5",30
111,76961,Виктория,да,кафе,"город Москва, 2-я Брестская улица, дом 24/15",98
112,72564,Вареничная №1,да,кафе,"город Москва, 2-я Брестская улица, дом 43",75
113,28608,КОМБИНАТ ПИТАНИЯ МГТУ ИМ.Н.Э.БАУМАНА,нет,буфет,"город Москва, Бригадирский переулок, дом 3-5",34
114,28613,КОМБИНАТ ПИТАНИЯ МГТУ ИМ.Н.Э.БАУМАНА,нет,закусочная,"город Москва, Бригадирский переулок, дом 3-5",216
115,28614,КОМБИНАТ ПИТАНИЯ МГТУ ИМ.Н.Э.БАУМАНА,нет,буфет,"город Москва, Бригадирский переулок, дом 3-5",12
116,25796,Пиццерия «АКАДЕМИЯ»,да,кафе,"город Москва, Большая Бронная улица, дом 2/6",43
117,129113,Чебуречная СССР,да,кафе,"город Москва, Большая Бронная улица, дом 27/4",54
118,136815,Местечко,нет,ресторан,"город Москва, Большая Бронная улица, дом 27/4",45
119,150625,Пай поинт,нет,кафе,"город Москва, Большая Бронная улица, дом 27/4",20
120,26075,МАКДОНАЛДС,да,предприятие быстрого обслуживания,"город Москва, Большая Бронная улица, дом 29",580
121,138699,"Кафе «Есть Хинкали, пить Вино»",нет,кафе,"город Москва, Малая Бронная улица, дом 4",40
122,138703,Кафе «Лаффа Лаффа»,нет,кафе,"город Москва, Малая Бронная улица, дом 4",24
123,102832,Ресторан «Humans seafood bar»,нет,ресторан,"город Москва, Малая Бронная улица, дом 10, строение 1",70
124,125205,Ресторан «Голос»,нет,ресторан,"город Москва, Малая Бронная улица, дом 10, строение 1",50
125,81431,Кафе «Эстетик»,нет,кафе,"город Москва, Малая Бронная улица, дом 20, строение 1",25
126,141006,Кафе «AVOCADO QUEEN»,нет,кафе,"город Москва, Малая Бронная улица, дом 20, строение 1",40
127,24262,Ресторан«Uilliams»,нет,ресторан,"город Москва, Малая Бронная улица, дом 20А",49
128,21790,Ресторан «ДОННА КЛАРА»,нет,ресторан,"город Москва, Малая Бронная улица, дом 21/13, строение 1",48
129,45561,Grand Cru,да,кафе,"город Москва, Малая Бронная улица, дом 22, строение 1",45
130,140349,Кафе «Ladure»,нет,кафе,"город Москва, Малая Бронная улица, дом 27/14",14
131,150881,ВГИК,нет,столовая,"город Москва, Будайская улица, дом 3",45
132,23261,Бильярдный Бар-клуб Полковник и Байрон,нет,кафе,"город Москва, проспект Будённого, дом 1/1",10
133,25768,Пиццерия «Питто»,нет,кафе,"город Москва, проспект Будённого, дом 24, корпус 1",20
134,23594,Кафе «БИРЮСА»,нет,кафе,"город Москва, Булатниковская улица, дом 5, корпус 4",20
135,26298,Чайхона №1,да,ресторан,"город Москва, улица Бутлерова, дом 22",159
136,25608,Шоколадница,да,кафе,"город Москва, Бутырская улица, дом 7",25
137,115498,Пекарня & Донер,нет,закусочная,"город Москва, Бутырская улица, дом 9, корпус 2",0
138,22801,Финист,нет,кафе,"город Москва, Бутырская улица, дом 11",95
139,27677,ДЭЗ Минтранса России,нет,столовая,"город Москва, Бутырская улица, дом 79",28
140,22996,KVARTA,нет,кафе,"город Москва, Бутырская улица, дом 84",38
141,26141,Панчо Пицца,да,ресторан,"город Москва, Бутырская улица, дом 89",64
142,26142,KFC,да,ресторан,"город Москва, Бутырская улица, дом 89",67
143,137903,PIZZA HUT,нет,кафе,"город Москва, улица Вавилова, дом 72/13",10
144,26595,IL Borgo,нет,ресторан,"город Москва, улица Вавилова, дом 81",42
145,24606,Радэа,нет,кафе,"город Москва, Нахимовский проспект, владение 75А",7
146,142684,Кофейня Даблби,нет,кафе,"город Москва, Валовая улица, дом 2-4/44, строение 1",20
147,144250,Сабвей,да,кафе,"город Москва, Валовая улица, дом 6",22
148,27207,ресторан «Якитория»,да,кафе,"город Москва, Валовая улица, дом 8/18",124
149,24109,кафе Баловень,нет,кафе,"город Москва, Валовая улица, дом 11/19",35
150,24155,Советские времена,да,кафе,"город Москва, Варсонофьевский переулок, дом 6",82
151,155973,Кафе «Андерсон»,да,кафе,"город Москва, Варшавское шоссе, дом 2",150
152,23618,Кафе «Subway»,да,кафе,"город Москва, Варшавское шоссе, дом 7, корпус 1",36
153,155852,Кафе «Ламаджо»,нет,кафе,"город Москва, Варшавское шоссе, дом 29",30
154,152556,Шаурма в пите,нет,предприятие быстрого обслуживания,"город Москва, Варшавское шоссе, дом 72, корпус 2",0
155,120658,Выпечка,нет,кафетерий,"город Москва, Варшавское шоссе, дом 100",2
156,26279,Ресторан «Макдоналдс»,да,кафе,"город Москва, Варшавское шоссе, дом 143А",70
157,149568,Суши,нет,предприятие быстрого обслуживания,"город Москва, улица Маршала Василевского, дом 3, корпус 1",0
158,27388,ШКОЛЬНАЯ СТОЛОВАЯ № 1874,нет,столовая,"город Москва, улица Маршала Василевского, дом 11, корпус 1",150
159,22301,МАКДОНАЛДС,да,предприятие быстрого обслуживания,"город Москва, улица Маршала Василевского, дом 17",45
160,158148,Кофе «Кофе собой»,нет,кафе,"город Москва, Васильевская улица, дом 2, корпус 1",10
161,24269,Кафе «КАЛИНКА-Д»,нет,кафе,"город Москва, Васильевская улица, дом 4",98
162,27131,ТАНУКИ,да,ресторан,"город Москва, Велозаводская улица, дом 6",114
163,28501,Авлабар,нет,ресторан,"город Москва, Велозаводская улица, дом 6",40
164,128946,Суши Сет,да,магазин (отдел кулинарии),"город Москва, Вельяминовская улица, дом 6",3
165,141687,Пироговая Рогова,нет,кафе,"город Москва, проспект Вернадского, дом 9/10",42
166,148853,Кафе контдитерская Кузина,нет,кафе,"город Москва, проспект Вернадского, дом 11/19",5
167,149149,Суши WoK,да,кафе,"город Москва, проспект Вернадского, дом 11/19",8
168,128511,Аморе,нет,кафе,"город Москва, проспект Вернадского, дом 11/19",10
169,24875,Шоколад,да,кафе,"город Москва, проспект Вернадского, дом 11/19",50
170,143755,Тирольские пироги,да,магазин (отдел кулинарии),"город Москва, проспект Вернадского, дом 13",10
171,24604,Кафе 35,нет,кафе,"город Москва, улица Кравченко, дом 24/35",40
172,23763,Столовая «ОП МГУ КП МГУ СТОЛОВАЯ 12»,нет,столовая,"город Москва, проспект Вернадского, дом 37",240
173,19716,Буфет,нет,буфет,"город Москва, проспект Вернадского, дом 86, строение 1",40
174,69990,Панорама 93,нет,ресторан,"город Москва, проспект Вернадского, дом 93",60
175,20147,Кафе «Пекарня «Мюнгер»»,нет,кафе,"город Москва, проспект Вернадского, дом 97, корпус 1",30
176,19989,ГудБар,нет,кафе,"город Москва, проспект Вернадского, дом 97, корпус 1",40
177,19761,Бар «Фитнес-бар»,нет,бар,"город Москва, проспект Вернадского, дом 103, корпус 1",24
178,19700,Кафе «ТЕАТР НА ЮГО-ЗАПАДЕ»,нет,кафе,"город Москва, проспект Вернадского, дом 125",20
179,24646,Угол,нет,кафе,"город Москва, Верхняя улица, дом 3, корпус 2",71
180,155529,Пекарня №1,нет,закусочная,"город Москва, Весковский переулок, дом 4",10
181,20632,БАР В ФИТНЕС КЛУБЕ,нет,бар,"город Москва, Глазовский переулок, дом 5",4
182,27991,СТОЛОВАЯ ПРИ ВОЕНТОРГБАЗ ФКП «5113ЦТЗБ»,нет,столовая,"город Москва, улица Вешних Вод, дом 6, корпус 1",100
183,23169,МАРИНА,нет,кафе,"город Москва, улица Вешних Вод, дом 8, корпус 2",90
184,23185,Кафе-бар «Караоке MyzOn»,нет,кафе,"город Москва, Вешняковская улица, дом 2",32
185,29549,ПРИ ШКОЛЕ 781,нет,столовая,"город Москва, Вешняковская улица, дом 2",220
186,20900,БУФЕТ-РАЗДАТОЧНАЯ,нет,буфет,"город Москва, улица Вилиса Лациса, дом 23, корпус 1",16
187,27372,Столовая ГБОУ СОШ №1399,нет,столовая,"город Москва, улица Вилиса Лациса, дом 33, корпус 1",120
188,80410,Гамбринус,да,ресторан,"город Москва, 1-я Владимирская улица, дом 9",50
189,23229,Пицца Фабрика,да,кафе,"город Москва, 1-я Владимирская улица, дом 14",18
190,126956,"Шаурма, куры-гриль",нет,предприятие быстрого обслуживания,"город Москва, 1-я Владимирская улица, дом 21",0
191,120580,Французская пекарня Delice,нет,магазин (отдел кулинарии),"город Москва, 1-я Владимирская улица, дом 39/12",12
192,21449,Буфет при ЦО №1852,нет,буфет,"город Москва, 2-я Владимирская улица, дом 22",40
193,73331,Суши фиш,нет,предприятие быстрого обслуживания,"город Москва, 2-я Владимирская улица, дом 36",3
194,77929,Subway,да,кафе,"город Москва, 2-я Владимирская улица, дом 36",14
195,149531,"Шаурма, куры-гриль",нет,предприятие быстрого обслуживания,"город Москва, 2-я Владимирская улица, дом 44/10",0
196,149428,Домино'с Пицца,да,кафе,"город Москва, 2-я Владимирская улица, дом 52, корпус 2",18
197,25814,Домино'с Пицца,да,кафе,"город Москва, 3-я Владимирская улица, дом 6",8
198,124201,"Шаурма, выпечка",нет,предприятие быстрого обслуживания,"город Москва, 3-я Владимирская улица, дом 27",0
199,27244,Тануки,да,ресторан,"город Москва, 3-я Владимирская улица, дом 29",100
200,21590,ШКОЛА 190 ФИЛИАЛ,нет,буфет,"город Москва, улица Архитектора Власова, дом 11, корпус 1",30
201,25786,Алло Пицца,да,предприятие быстрого обслуживания,"город Москва, улица Архитектора Власова, дом 47",40
202,29605,СТОЛОВАЯ ПРИ ИНСТИТУТЕ ИМ. ПУШКИНА,нет,столовая,"город Москва, улица Академика Волгина, дом 6",95
203,24872,Хинкальная,да,кафе,"город Москва, улица Академика Волгина, дом 29, корпус 1",80
204,26051,ДУРДИНЪ,нет,ресторан,"город Москва, Волгоградский проспект, дом 4",200
205,22005,Кафе «Якитория»,да,кафе,"город Москва, Волгоградский проспект, дом 15",158
206,150836,ГБОУ Школа №1468,нет,столовая,"город Москва, Волгоградский проспект, дом 17, строение 1",0
207,25583,Кафе «Чебурекас»,нет,кафе,"город Москва, Волгоградский проспект, дом 17, строение 1",65
208,27215,Кафе «Тануки»,да,ресторан,"город Москва, Волгоградский проспект, дом 17",150
209,156659,Loft 17,нет,бар,"город Москва, Волгоградский проспект, дом 17",55
210,29282,ГБОУ СОШ № 641 им. Сергея Есенина,нет,столовая,"город Москва, Волгоградский проспект, дом 66, корпус 4",196
211,21463,ГБОУ СОШ № 825,нет,столовая,"город Москва, Волгоградский проспект, дом 103, корпус 6",120
212,21462,ГБОУ «Лицейско-гимнастический комплекс на Юго-Востоке,нет,столовая,"город Москва, Волгоградский проспект, дом 157, корпус 4",220
213,25803,Сити Пицца,да,предприятие быстрого обслуживания,"город Москва, Ферганская улица, дом 12",4
214,22833,Кружка,да,кафе,"город Москва, Волоколамское шоссе, дом 3",45
215,22834,ПРО кафе,нет,кафе,"город Москва, Волоколамское шоссе, дом 13",48
216,28676,ГП КП МГАИ,нет,столовая,"город Москва, Волоколамское шоссе, дом 13",100
217,22835,Чебуречная СССР,да,кафе,"город Москва, Волоколамское шоссе, дом 15/22",60
218,71163,Английский паб Букингем,нет,бар,"город Москва, Волоколамское шоссе, дом 15/22",45
219,156226,Суши-шоп,нет,закусочная,"город Москва, Волоколамское шоссе, дом 92",0
220,24332,IL PIZZAIOLO,нет,кафе,"город Москва, улица Волхонка, дом 6",50
221,25738,Пельмени,нет,кафе,"город Москва, улица Волхонка, дом 7/6",40
222,29027,ГБОУ ШКОЛА 896 «КДП»,нет,столовая,"город Москва, Воронежская улица, дом 26, корпус 4",120
223,25003,Эко-Няма,нет,кафе,"город Москва, Воронцовская улица, дом 13/14, строение 3",8
224,24992,Кафе «Верона»,нет,кафе,"город Москва, Воронцовская улица, дом 36, строение 1",55
225,25447,Французская пекарня,нет,кафе,"город Москва, Воронцовская улица, дом 48",25
226,22029,Кафе «Subway»,да,кафе,"город Москва, Воронцовская улица, дом 48",42
227,83940,Тирольские пироги,да,кафетерий,"город Москва, Воронцовская улица, дом 48",30
228,25090,ООО «ТЕАТРО»,нет,кафе,"город Москва, Воротниковский переулок, дом 11, строение 1",35
229,26044,Ресторан «Балзи Росси»,нет,кафе,"город Москва, Кудринская площадь, дом 1",100
230,74613,Кофе Хаус,да,кафе,"город Москва, Кудринская площадь, дом 1",70
231,76765,Шоколадница,да,кафе,"город Москва, Кудринская площадь, дом 1",50
232,89468,Кафе «Кондитерская Олега Ильина»,нет,кафе,"город Москва, Кудринская площадь, дом 1",45
233,89471,Клуб «Высотка»,нет,бар,"город Москва, Кудринская площадь, дом 1",80
234,22691,Хинкала,нет,кафе,"город Москва, улица 8 Марта, дом 15",44
235,25487,СУЩЕВСКИЙ ДВОРИК,нет,кафе,"город Москва, 2-й Вышеславцев переулок, дом 17",48
236,28692,СТОЛОВАЯ АКАДЕМИИ МЧС РОССИИ,нет,столовая,"город Москва, улица Бориса Галушкина, дом 5",70
237,80355,Кофейня Авеню,нет,кафе,"город Москва, улица Бориса Галушкина, дом 10",38
238,27703,Кафе,нет,столовая,"город Москва, улица Бориса Галушкина, дом 26",45
239,23307,Элит,нет,ресторан,"город Москва, улица Гастелло, дом 37",98
240,154738,Пекарня,нет,предприятие быстрого обслуживания,"город Москва, улица Гастелло, дом 37",0
241,19821,Столовая ГБПОУ ЗКНО,нет,буфет,"город Москва, Гвардейская улица, дом 15, корпус 1",50
242,133485,Суши Сет,да,магазин (отдел кулинарии),"город Москва, улица Героев Панфиловцев, дом 1, корпус 1",4
243,27369,Столовая ГБОУ СОШ №1286,нет,столовая,"город Москва, улица Героев Панфиловцев, дом 13, корпус 1",100
244,135306,Суши Стор,нет,магазин (отдел кулинарии),"город Москва, улица Героев Панфиловцев, дом 16, корпус 1",4
245,21296,БУФЕТ,нет,буфет,"город Москва, улица Героев Панфиловцев, дом 51",20
246,147931,Кафе «PRIME CAFE»,нет,кафе,"город Москва, Большая Никитская улица, дом 24/1, строение 1",80
247,25654,Шоколадница,да,кафе,"город Москва, Большая Никитская улица, дом 24/1, строение 1",50
248,24159,Кафе «Лавка и кафе студии Лебедева»,нет,кафе,"город Москва, Большая Никитская улица, дом 35",30
249,148305,КОТИКИЛЮДИ,нет,кафе,"город Москва, улица Гиляровского, дом 17",40
250,21745,Шантимель,да,кафе,"город Москва, улица Гиляровского, дом 60, строение 1",20
251,27658,При школе 1294,нет,столовая,"город Москва, Глебовская улица, дом 10",240
252,76582,ХачапуриТверскя,нет,кафе,"город Москва, Большой Гнездниковский переулок, дом 10",76
253,71810,Get Lucky,нет,кафе,"город Москва, Малый Гнездниковский переулок, дом 9, строение 7",30
254,120427,Craft RePUBlic,нет,бар,"город Москва, Малый Гнездниковский переулок, дом 9, строение 7",38
255,25111,МУ-МУ,да,кафе,"город Москва, Малый Гнездниковский переулок, дом 9, строение 7",120
256,27280,Баба Марта,нет,ресторан,"город Москва, Гоголевский бульвар, дом 8",45
257,128456,Хинкальная,да,кафе,"город Москва, Гоголевский бульвар, дом 23",30
258,140347,Чемодан,нет,кафе,"город Москва, Гоголевский бульвар, дом 25, строение 1",50
259,101981,Кулинарная Лавка Братьев Караваевых Братья Караваевы,да,кафе,"город Москва, Гоголевский бульвар, дом 33/1",50
260,24529,Ресторан «Монте Кристо»,нет,ресторан,"город Москва, улица Маршала Голованова, дом 19",220
261,104191,Суши Вок,да,закусочная,"город Москва, Городецкая улица, дом 3",5
262,22596,ГИН-НО-ТАКИ,нет,кафе,"город Москва, Тверская улица, дом 6, строение 1",270
263,133843,Голову с плеч,нет,бар,"город Москва, Тверская улица, дом 12, строение 1",20
264,120430,Хлеб и Вино,нет,кафе,"город Москва, Тверская улица, дом 12, строение 2",65
265,22605,Бирхаус,нет,кафе,"город Москва, Тверская улица, дом 12, строение 7",56
266,141533,С утра,нет,кафе,"город Москва, Тверская улица, дом 12, строение 8",48
267,129210,Вареничная № 1,нет,кафе,"город Москва, Тверская улица, дом 14",78
268,142195,Howards Loves Craft,нет,бар,"город Москва, Тверская улица, дом 15",35
269,157127,LUNCHROOM,нет,кафе,"город Москва, Тверская улица, дом 15",20
270,82732,Прайм,да,кафе,"город Москва, Тверская улица, дом 15",20
271,60405,Пицца Экспресс,да,кафе,"город Москва, Тверская улица, дом 17",70
272,69468,АРМЕНИЯ,нет,ресторан,"город Москва, Тверская улица, дом 17",144
273,25141,Шоколадница Кофе Хаус,да,кафе,"город Москва, Тверская улица, дом 17",60
274,25847,Найт флайт,нет,ресторан,"город Москва, Тверская улица, дом 17",47
275,59356,Шоколадница,да,кафе,"город Москва, Тверская улица, дом 19",48
276,127915,Прайм,да,кафе,"город Москва, Тверская улица, дом 19А",41
277,69457,Dry and wet Bar,нет,ресторан,"город Москва, Тверская улица, дом 27, строение 1",70
278,25742,БИСТРО,нет,предприятие быстрого обслуживания,"город Москва, Тверская улица, дом 27, строение 1",0
279,157901,АВ-Дейли,нет,кафетерий,"город Москва, Тверская улица, дом 27, строение 2",8
280,71571,Шоколадница,да,кафе,"город Москва, Тверская улица, дом 27, строение 2",60
281,68446,Николай,да,кафе,"город Москва, Тверская улица, дом 30/2, строение 1",60
282,79486,Время есть,нет,кафе,"город Москва, Тверская улица, дом 30/2, строение 1",60
283,98253,Кофе Таймс,нет,кафе,"город Москва, 1-я Тверская-Ямская улица, дом 4",64
284,58463,Якитория,да,ресторан,"город Москва, 1-я Тверская-Ямская улица, дом 7",80
